Provincia;Identificador_Canton;Identificador_Parroquia;Zona;Sector;Numero_vivienda;Tipo_via;Tipo_vivienda;Condicion_ocupacion_vivienda_particular;Condicion_ocupacion_vivienda_colectiva;Material_predominante_techo_o_cubierta;Estado_techo_o_cubierta;Material_predominante_paredes_exteriores;Estado_paredes_exteriores;Material_predominante_piso;Estado_piso;El_agua_que_recibe_la_vivienda_es;El_agua_que_recibe_la_vivienda_proviene_o_es_suministrada_por;El_servicio_higienico_de_la_vivienda_es;Disponibilidad_de_energia_electrica_por_red_publica;Disponibilidad_de_otra_fuente_de_energia_electrica;Eliminacion_de_la_basura;Numero_cuartos;Todas_las_personas_comparten_un_mismo_gasto_para_la_alimentacion;Numero_hogares;Area_urbana_o_rural;CANTON;PARROQ;ID_VIV;Total_fallecidos_de_la_vivienda;Total_emigrantes_de_la_vivienda;Total_personas_de_la_vivienda;Condicion_ocupacion_de_la_vivienda_particular(recodificada);Numero_cuartos(recodificada);Registro_imputado_en_vivienda_ocupada_con_personas_ausentes
"Azuay";1;62;999;19;23;"Camino";"Casa/villa";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Bueno";"Adobe o tapia";"Bueno";"Tabla sin tratar";"Regular";"Por tubería, dentro de la vivienda";"Juntas de Agua/Organizaciones comunitarias/GAD parroquial";"Inodoro o escusado, conectado a pozo séptico";"Si";"No dispone";"Por carro recolector";5;"Si";1;"rural";"Cuenca";"Ricaurte";101629990190023;0;0;1;"Ocupada";"Cinco cuartos";"No"
"Azuay";1;62;999;19;24;"Camino";"Casa/villa";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Regular";"Adobe o tapia";"Regular";"Tabla sin tratar";"Regular";"Por tubería, dentro de la vivienda";"Juntas de Agua/Organizaciones comunitarias/GAD parroquial";"Inodoro o escusado, conectado a pozo séptico";"Si";"No dispone";"Por carro recolector";5;"Si";1;"rural";"Cuenca";"Ricaurte";101629990190024;0;0;4;"Ocupada";"Cinco cuartos";"No"
"Azuay";1;62;999;19;33;"Callejon";"Casa/villa";"Ocupada con personas presentes";"";"Teja";"Regular";"Adobe o tapia";"Regular";"Tierra";"Regular";"Por tubería, dentro de la vivienda";"Juntas de Agua/Organizaciones comunitarias/GAD parroquial";"Inodoro o escusado, conectado a pozo séptico";"Si";"No dispone";"Por carro recolector";1;"Si";1;"rural";"Cuenca";"Ricaurte";101629990190033;0;0;1;"Ocupada";"Un cuarto";"No"
"Azuay";1;62;999;19;34;"Camino";"Casa/villa";"Ocupada con personas presentes";"";"Teja";"Regular";"Adobe o tapia";"Regular";"Tabla sin tratar";"Bueno";"Por tubería, dentro de la vivienda";"Juntas de Agua/Organizaciones comunitarias/GAD parroquial";"Inodoro o escusado, conectado a pozo séptico";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101629990190034;0;0;4;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;999;19;35;"Camino";"Casa/villa";"Ocupada con personas presentes";"";"Teja";"Regular";"Adobe o tapia";"Regular";"Tabla sin tratar";"Regular";"Por tubería, dentro de la vivienda";"Juntas de Agua/Organizaciones comunitarias/GAD parroquial";"Inodoro o escusado, conectado a pozo séptico";"Si";"No dispone";"Por carro recolector";3;"Si";1;"rural";"Cuenca";"Ricaurte";101629990190035;0;0;10;"Ocupada";"Tres cuartos";"No"
"Azuay";1;62;999;19;88;"Camino";"Casa/villa";"Ocupada con personas presentes";"";"Teja";"Regular";"Adobe o tapia";"Regular";"Tierra";"Regular";"Por tubería, dentro de la vivienda";"Juntas de Agua/Organizaciones comunitarias/GAD parroquial";"Inodoro o escusado, conectado a pozo séptico";"Si";"No dispone";"Por carro recolector";3;"Si";1;"rural";"Cuenca";"Ricaurte";101629990190088;0;0;3;"Ocupada";"Tres cuartos";"No"
"Azuay";1;62;999;19;91;"Camino";"Casa/villa";"Ocupada con personas presentes";"";"Teja";"Malo";"Adobe o tapia";"Malo";"Duela, parquet, tablón o piso flotante";"Regular";"Por tubería, dentro de la vivienda";"Juntas de Agua/Organizaciones comunitarias/GAD parroquial";"Inodoro o escusado, conectado a pozo séptico";"Si";"No dispone";"Por carro recolector";3;"Si";1;"rural";"Cuenca";"Ricaurte";101629990190091;0;0;4;"Ocupada";"Tres cuartos";"No"
"Azuay";1;62;999;21;26;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Teja";"Malo";"Adobe o tapia";"Malo";"Tierra";"Malo";"No recibe agua por tubería, sino por otros medios";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"No tiene";"No";"No dispone";"Por carro recolector";1;"Si";1;"rural";"Cuenca";"Ricaurte";101629990210026;0;0;1;"Ocupada";"Un cuarto";"No"
"Azuay";1;62;999;23;66;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Teja";"Malo";"Adobe o tapia";"Regular";"Duela, parquet, tablón o piso flotante";"Regular";"Por tubería, dentro de la vivienda";"Juntas de Agua/Organizaciones comunitarias/GAD parroquial";"Inodoro o escusado, conectado a pozo séptico";"Si";"No dispone";"Por carro recolector";5;"Si";1;"rural";"Cuenca";"Ricaurte";101629990230066;0;0;1;"Ocupada";"Cinco cuartos";"No"
"Azuay";1;62;999;32;7;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Teja";"Bueno";"Adobe o tapia";"Bueno";"Tabla sin tratar";"Bueno";"Por tubería, fuera de la vivienda pero dentro del edificio, lote o terreno";"Juntas de Agua/Organizaciones comunitarias/GAD parroquial";"Inodoro o escusado, conectado a pozo séptico";"Si";"No dispone";"Por carro recolector";2;"Si";1;"rural";"Cuenca";"Ricaurte";101629990320007;0;0;5;"Ocupada";"Dos cuartos";"No"
"Azuay";1;62;999;34;14;"Camino";"Casa/villa";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Regular";"Adobe o tapia";"Malo";"Tabla sin tratar";"Regular";"Por tubería, dentro de la vivienda";"Juntas de Agua/Organizaciones comunitarias/GAD parroquial";"Inodoro o escusado, conectado a pozo séptico";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101629990340014;0;0;5;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;999;37;29;"Camino";"Casa/villa";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Regular";"Hormigón";"Regular";"Cerámica, baldosa, vinil o porcelanato";"Regular";"Por tubería, fuera de la vivienda pero dentro del edificio, lote o terreno";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";3;"Si";1;"rural";"Cuenca";"Ricaurte";101629990370029;0;0;4;"Ocupada";"Tres cuartos";"No"
"Azuay";1;62;999;41;45;"Camino";"Casa/villa";"Ocupada con personas presentes";"";"Teja";"Malo";"Adobe o tapia";"Malo";"Tierra";"Malo";"No recibe agua por tubería, sino por otros medios";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"No tiene";"No";"No dispone";"Por carro recolector";1;"Si";1;"rural";"Cuenca";"Ricaurte";101629990410045;0;0;1;"Ocupada";"Un cuarto";"No"
"Azuay";1;62;999;42;36;"Carretera";"Casa/villa";"Ocupada con personas presentes";"";"Teja";"Regular";"Adobe o tapia";"Regular";"Duela, parquet, tablón o piso flotante";"Regular";"No recibe agua por tubería, sino por otros medios";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"No tiene";"Si";"No dispone";"Por carro recolector";2;"Si";1;"rural";"Cuenca";"Ricaurte";101629990420036;0;0;1;"Ocupada";"Dos cuartos";"No"
"Azuay";1;62;999;4;81;"Carretera";"Casa/villa";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Ladrillo o bloque";"Bueno";"Ladrillo o cemento";"Regular";"No recibe agua por tubería, sino por otros medios";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"No tiene";"Si";"No dispone";"Por carro recolector";3;"Si";1;"rural";"Cuenca";"Ricaurte";101629990040081;0;0;5;"Ocupada";"Tres cuartos";"No"
"Azuay";1;62;999;5;42;"Carretera";"Casa/villa";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Regular";"Ladrillo o bloque";"Regular";"Ladrillo o cemento";"Regular";"No recibe agua por tubería, sino por otros medios";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";3;"Si";1;"rural";"Cuenca";"Ricaurte";101629990050042;0;0;3;"Ocupada";"Tres cuartos";"No"
"Azuay";1;62;999;6;60;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Bueno";"Ladrillo o bloque";"Regular";"Ladrillo o cemento";"Regular";"No recibe agua por tubería, sino por otros medios";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"Inodoro o escusado, conectado a pozo séptico";"Si";"No dispone";"Por carro recolector";7;"Si";1;"rural";"Cuenca";"Ricaurte";101629990060060;0;0;4;"Ocupada";"Seis o más cuartos";"No"
"Azuay";1;62;999;7;107;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"No recibe agua por tubería, sino por otros medios";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"No tiene";"Si";"No dispone";"Por carro recolector";3;"Si";1;"rural";"Cuenca";"Ricaurte";101629990070107;0;0;4;"Ocupada";"Tres cuartos";"No"
"Azuay";1;62;999;9;48;"Pasaje";"Casa/villa";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Regular";"Ladrillo o bloque";"Regular";"Ladrillo o cemento";"Regular";"No recibe agua por tubería, sino por otros medios";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"Letrina";"Si";"No dispone";"Por carro recolector";2;"Si";1;"rural";"Cuenca";"Ricaurte";101629990090048;0;0;2;"Ocupada";"Dos cuartos";"No"
"Azuay";1;62;999;13;7;"Sendero";"Casa/villa";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Regular";"Ladrillo o bloque";"Regular";"Ladrillo o cemento";"Malo";"No recibe agua por tubería, sino por otros medios";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"Inodoro o escusado, conectado a pozo séptico";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101629990130007;0;0;5;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;999;13;8;"Camino";"Casa/villa";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Regular";"Ladrillo o bloque";"Regular";"Cerámica, baldosa, vinil o porcelanato";"Regular";"No recibe agua por tubería, sino por otros medios";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"Inodoro o escusado, conectado a pozo séptico";"Si";"No dispone";"Por carro recolector";5;"Si";1;"rural";"Cuenca";"Ricaurte";101629990130008;0;0;2;"Ocupada";"Cinco cuartos";"No"
"Azuay";1;62;999;13;30;"Carretera";"Casa/villa";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Bueno";"Ladrillo o bloque";"Bueno";"Ladrillo o cemento";"Bueno";"No recibe agua por tubería, sino por otros medios";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"Inodoro o escusado, conectado a pozo séptico";"Si";"No dispone";"Por carro recolector";3;"Si";1;"rural";"Cuenca";"Ricaurte";101629990130030;0;0;1;"Ocupada";"Tres cuartos";"No"
"Azuay";1;62;999;13;92;"Sendero";"Casa/villa";"Ocupada con personas presentes";"";"Zinc, aluminio (lámina o plancha metálica)";"Malo";"Ladrillo o bloque";"Malo";"Tierra";"Malo";"No recibe agua por tubería, sino por otros medios";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"No tiene";"No";"No dispone";"Por carro recolector";1;"Si";1;"rural";"Cuenca";"Ricaurte";101629990130092;1;0;1;"Ocupada";"Un cuarto";"No"
"Azuay";1;62;999;14;56;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Bueno";"Ladrillo o bloque";"Bueno";"Cerámica, baldosa, vinil o porcelanato";"Bueno";"No recibe agua por tubería, sino por otros medios";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"Inodoro o escusado, conectado a pozo séptico";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101629990140056;0;0;5;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;999;20;68;"Carretera";"Casa/villa";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Bueno";"Ladrillo o bloque";"Bueno";"Cerámica, baldosa, vinil o porcelanato";"Bueno";"Por tubería, dentro de la vivienda";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101629990200068;0;0;5;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;999;24;92;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Bueno";"Ladrillo o bloque";"Bueno";"Cerámica, baldosa, vinil o porcelanato";"Bueno";"No recibe agua por tubería, sino por otros medios";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"Inodoro o escusado, conectado a pozo séptico";"Si";"No dispone";"Por carro recolector";6;"Si";1;"rural";"Cuenca";"Ricaurte";101629990240092;0;0;5;"Ocupada";"Seis o más cuartos";"No"
"Azuay";1;62;999;25;32;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Regular";"Ladrillo o bloque";"Regular";"Cerámica, baldosa, vinil o porcelanato";"Regular";"No recibe agua por tubería, sino por otros medios";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"Inodoro o escusado, conectado a pozo séptico";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101629990250032;1;0;2;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;999;27;5;"Sendero";"Casa/villa";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Regular";"Ladrillo o bloque";"Regular";"Duela, parquet, tablón o piso flotante";"Bueno";"No recibe agua por tubería, sino por otros medios";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101629990270005;0;0;5;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;999;27;67;"Sendero";"Casa/villa";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Ladrillo o bloque";"Bueno";"Tabla sin tratar";"Bueno";"No recibe agua por tubería, sino por otros medios";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"Inodoro o escusado, conectado a red pública de alcantarillado";"No";"No dispone";"Por carro recolector";2;"Si";1;"rural";"Cuenca";"Ricaurte";101629990270067;0;0;7;"Ocupada";"Dos cuartos";"No"
"Azuay";1;62;999;28;15;"Camino";"Casa/villa";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Regular";"Ladrillo o bloque";"Regular";"Ladrillo o cemento";"Regular";"No recibe agua por tubería, sino por otros medios";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"Inodoro o escusado, conectado a pozo séptico";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101629990280015;0;0;5;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;999;30;113;"Camino";"Casa/villa";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Regular";"Ladrillo o bloque";"Regular";"Cerámica, baldosa, vinil o porcelanato";"Bueno";"Por tubería, fuera del edificio, lote o terreno";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"Inodoro o escusado, conectado a pozo séptico";"Si";"No dispone";"Por carro recolector";6;"Si";1;"rural";"Cuenca";"Ricaurte";101629990300113;0;0;6;"Ocupada";"Seis o más cuartos";"No"
"Azuay";1;62;999;31;39;"Callejon";"Casa/villa";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Regular";"Ladrillo o bloque";"Bueno";"Cerámica, baldosa, vinil o porcelanato";"Bueno";"Por tubería, dentro de la vivienda";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";3;"Si";1;"rural";"Cuenca";"Ricaurte";101629990310039;0;0;3;"Ocupada";"Tres cuartos";"No"
"Azuay";1;62;999;32;80;"Camino";"Casa/villa";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Regular";"Ladrillo o bloque";"Regular";"Tabla sin tratar";"Bueno";"No recibe agua por tubería, sino por otros medios";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"Inodoro o escusado, conectado a pozo séptico";"No";"No dispone";"Por carro recolector";2;"Si";1;"rural";"Cuenca";"Ricaurte";101629990320080;0;0;1;"Ocupada";"Dos cuartos";"No"
"Azuay";1;62;999;32;95;"Carretera";"Casa/villa";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Bueno";"Ladrillo o bloque";"Bueno";"Cerámica, baldosa, vinil o porcelanato";"Bueno";"No recibe agua por tubería, sino por otros medios";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";7;"Si";1;"rural";"Cuenca";"Ricaurte";101629990320095;0;0;2;"Ocupada";"Seis o más cuartos";"No"
"Azuay";1;62;999;33;27;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Bueno";"Ladrillo o bloque";"Bueno";"Ladrillo o cemento";"Bueno";"Por tubería, fuera de la vivienda pero dentro del edificio, lote o terreno";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101629990330027;0;0;5;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;999;33;53;"Camino";"Casa/villa";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Bueno";"Ladrillo o bloque";"Bueno";"Tabla sin tratar";"Bueno";"No recibe agua por tubería, sino por otros medios";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";2;"Si";1;"rural";"Cuenca";"Ricaurte";101629990330053;0;0;4;"Ocupada";"Dos cuartos";"No"
"Azuay";1;62;999;34;15;"Camino";"Casa/villa";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Regular";"Ladrillo o bloque";"Regular";"Duela, parquet, tablón o piso flotante";"Regular";"Por tubería, fuera de la vivienda pero dentro del edificio, lote o terreno";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"Inodoro o escusado, conectado a pozo séptico";"Si";"No dispone";"Por carro recolector";3;"Si";1;"rural";"Cuenca";"Ricaurte";101629990340015;0;0;5;"Ocupada";"Tres cuartos";"No"
"Azuay";1;62;999;34;18;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Regular";"Ladrillo o bloque";"Bueno";"Tabla sin tratar";"Bueno";"No recibe agua por tubería, sino por otros medios";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";3;"Si";1;"rural";"Cuenca";"Ricaurte";101629990340018;0;0;3;"Ocupada";"Tres cuartos";"No"
"Azuay";1;62;999;34;113;"Camino";"Casa/villa";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Regular";"Ladrillo o bloque";"Bueno";"Cerámica, baldosa, vinil o porcelanato";"Regular";"Por tubería, fuera del edificio, lote o terreno";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";3;"Si";1;"rural";"Cuenca";"Ricaurte";101629990340113;0;0;4;"Ocupada";"Tres cuartos";"No"
"Azuay";1;62;999;34;117;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Regular";"Ladrillo o bloque";"Regular";"Cerámica, baldosa, vinil o porcelanato";"Regular";"No recibe agua por tubería, sino por otros medios";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"Inodoro o escusado, conectado a pozo séptico";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101629990340117;0;0;6;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;999;35;88;"Carretera";"Casa/villa";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Bueno";"Ladrillo o bloque";"Bueno";"Tabla sin tratar";"Regular";"No recibe agua por tubería, sino por otros medios";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";2;"Si";1;"rural";"Cuenca";"Ricaurte";101629990350088;0;0;3;"Ocupada";"Dos cuartos";"No"
"Azuay";1;62;999;36;8;"Camino";"Casa/villa";"Ocupada con personas presentes";"";"Teja";"Bueno";"Ladrillo o bloque";"Bueno";"Cerámica, baldosa, vinil o porcelanato";"Bueno";"Por tubería, fuera del edificio, lote o terreno";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"Inodoro o escusado, conectado a biodigestor";"Si";"No dispone";"Por carro recolector";6;"Si";1;"rural";"Cuenca";"Ricaurte";101629990360008;0;0;1;"Ocupada";"Seis o más cuartos";"No"
"Azuay";1;62;999;37;109;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Regular";"Ladrillo o bloque";"Regular";"Tabla sin tratar";"Regular";"No recibe agua por tubería, sino por otros medios";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"Inodoro o escusado, conectado a pozo séptico";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101629990370109;0;0;2;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;999;41;39;"Camino";"Casa/villa";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Ladrillo o bloque";"Bueno";"Ladrillo o cemento";"Bueno";"No recibe agua por tubería, sino por otros medios";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"Inodoro o escusado, conectado a pozo séptico";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101629990410039;0;0;1;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;999;41;49;"Camino";"Casa/villa";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Malo";"Ladrillo o bloque";"Regular";"Tierra";"Regular";"No recibe agua por tubería, sino por otros medios";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";2;"Si";1;"rural";"Cuenca";"Ricaurte";101629990410049;0;0;3;"Ocupada";"Dos cuartos";"No"
"Azuay";1;62;999;42;50;"Camino";"Casa/villa";"Ocupada con personas presentes";"";"Teja";"Bueno";"Ladrillo o bloque";"Bueno";"Cerámica, baldosa, vinil o porcelanato";"Bueno";"No recibe agua por tubería, sino por otros medios";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"Inodoro o escusado, conectado a pozo séptico";"Si";"No dispone";"Por carro recolector";2;"Si";1;"rural";"Cuenca";"Ricaurte";101629990420050;0;0;4;"Ocupada";"Dos cuartos";"No"
"Azuay";1;62;999;46;104;"Pasaje";"Casa/villa";"Ocupada con personas presentes";"";"Zinc, aluminio (lámina o plancha metálica)";"Malo";"Ladrillo o bloque";"Malo";"Ladrillo o cemento";"Malo";"No recibe agua por tubería, sino por otros medios";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"No tiene";"Si";"No dispone";"Por carro recolector";3;"Si";1;"rural";"Cuenca";"Ricaurte";101629990460104;0;0;6;"Ocupada";"Tres cuartos";"No"
"Azuay";1;62;999;49;98;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Regular";"Ladrillo o bloque";"Malo";"Ladrillo o cemento";"Malo";"No recibe agua por tubería, sino por otros medios";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"Inodoro o escusado, conectado a pozo ciego";"Si";"No dispone";"Por carro recolector";2;"Si";1;"rural";"Cuenca";"Ricaurte";101629990490098;0;0;3;"Ocupada";"Dos cuartos";"No"
"Azuay";1;62;999;51;22;"Callejon";"Casa/villa";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Ladrillo o bloque";"Bueno";"Ladrillo o cemento";"Bueno";"No recibe agua por tubería, sino por otros medios";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"Inodoro o escusado, conectado a pozo séptico";"No";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101629990510022;0;0;1;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;999;1;35;"Sendero";"Casa/villa";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Bueno";"Ladrillo o bloque";"Bueno";"Ladrillo o cemento";"Regular";"Por tubería, fuera de la vivienda pero dentro del edificio, lote o terreno";"Juntas de Agua/Organizaciones comunitarias/GAD parroquial";"Inodoro o escusado, conectado a pozo séptico";"Si";"No dispone";"Por carro recolector";2;"Si";1;"rural";"Cuenca";"Ricaurte";101629990010035;0;0;3;"Ocupada";"Dos cuartos";"No"
"Azuay";1;62;999;1;45;"Sendero";"Casa/villa";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Malo";"Ladrillo o bloque";"Regular";"Ladrillo o cemento";"Regular";"Por tubería, fuera del edificio, lote o terreno";"Juntas de Agua/Organizaciones comunitarias/GAD parroquial";"Inodoro o escusado, conectado a pozo séptico";"Si";"No dispone";"Por carro recolector";3;"Si";1;"rural";"Cuenca";"Ricaurte";101629990010045;0;0;4;"Ocupada";"Tres cuartos";"No"
"Azuay";1;62;999;2;62;"Camino";"Casa/villa";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Malo";"Ladrillo o bloque";"Bueno";"Ladrillo o cemento";"Regular";"Por tubería, fuera de la vivienda pero dentro del edificio, lote o terreno";"Juntas de Agua/Organizaciones comunitarias/GAD parroquial";"Inodoro o escusado, conectado a pozo séptico";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101629990020062;0;0;5;"Ocupada";"Cuatro cuartos";"No"
