Provincia;Identificador_Canton;Identificador_Parroquia;Zona;Sector;Numero_vivienda;Numero_hogar;Numero_dormitorios;Cuarto_espacio_exclusivo_para_cocinar;Disponibilidad_servicio_higiénico_inodoro_escusado;Disponibilidad_espacio_con_instalaciones_o_ducha_para_bañarse;Principal_combustible_o_energía_para_cocinar;Agua_que_beben_los_miembros_hogar;Acostumbra_separar_la_basura_orgánica_e_inorgánica;Acostumbra_separar_desperdicios_para_dar_a_los_animales_plantas;Acostumbra_separar_papel_cartón_plástico_o_vidrio_para_vender_regalar_reutilizar;Tiene_este_hogar_perros;Número_perros;Tiene_este_hogar_gatos;Número_gatos;Tenencia_propiedad_de_la_vivienda;Dispone_servicio_de_teléfono_convencional;Dispone_servicio_de_teléfono_celular;Dispone_servicio_de_televisión_pagada;Dispone_servicio_de_internet_fijo;Dispone_computadora;Dispone_refrigeradora;Dispone_máquina_lavadora_de_ropa;Dispone_máquina_secadora_de_ropa;Dispone_horno_microondas;Dispone_máquina_extractora_de_olores;Dispone_automóvil_o_camioneta_para_uso_exclusivo;Dispone_motocicleta_para_uso_exclusivo;Alguna_persona_falleció_en_los_últimos_tres_años(enero_2020);Número_personas_fallecidas;Alguna_persona_viajó_a_otro_país_y_todavía_no_regresa(nov._2010);Numero_personas_emigrantes;Total_hombres_en_el_hogar;Total_mujeres_en_el_hogar;Total_personas_en_el_hogar;Existe_alguna_persona_que_no_haya_sido_mencionada_en_el_hogar;Area_urbana_o_rural;CANTON;PARROQ;ID_VIV;ID_HOG;Numero_dormitorios(recodificada);Registro_imputado_en_vivienda_ocupada_con_personas_ausentes;TipoPareja;TipoDeHogar
"Azuay";1;62;2;4;44;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"Si";"Si";"No";;"No";;"Propia(regala,donada,heredada o por posesion)";"Si";"No";"No";"Si";"No";"Si";"No";"No";"No";"No";"No";"No";"No";;"No";;1;1;2;"No";"Area Rural";"Cuenca";"Ricaurte";101620020040044;10162002004004401;"Dos dormitorios";"No";"";"Nuclear"
"Azuay";1;62;2;5;2;1;2;"No";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"Si";"Si";"No";;"No";;"Propia y totalmente pagada";"Si";"No";"No";"No";"No";"Si";"No";"No";"No";"No";"Si";"No";"No";;"No";;1;1;2;"No";"Area Rural";"Cuenca";"Ricaurte";101620020050002;10162002005000201;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;2;5;37;1;1;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"Si";"No";;"No";;"Propia y totalmente pagada";"Si";"No";"No";"No";"No";"Si";"No";"No";"No";"No";"No";"No";"No";;"No";;0;2;2;"No";"Area Rural";"Cuenca";"Ricaurte";101620020050037;10162002005003701;"Un dormitorio";"No";"";"Extenso"
"Azuay";1;62;2;5;84;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"Si";"No";;"No";;"Arrendada/anticresis";"Si";"No";"Si";"Si";"No";"Si";"No";"No";"No";"No";"No";"No";"No";;"No";;3;1;4;"No";"Area Rural";"Cuenca";"Ricaurte";101620020050084;10162002005008401;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;2;6;75;1;1;"No";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"Si";"No";;"No";;"Prestada o cedida(no paga)";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";;"No";;1;0;1;"No";"Area Rural";"Cuenca";"Ricaurte";101620020060075;10162002006007501;"Un dormitorio";"No";"";"Unipersonal"
"Azuay";1;62;2;6;98;1;1;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"No";"No";"No";;"No";;"Propia y totalmente pagada";"Si";"No";"No";"No";"No";"Si";"No";"No";"No";"No";"No";"No";"No";;"No";;0;1;1;"No";"Area Rural";"Cuenca";"Ricaurte";101620020060098;10162002006009801;"Un dormitorio";"No";"";"Unipersonal"
"Azuay";1;62;2;7;164;1;3;"No";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"No";"No";"No";;"No";;"Prestada o cedida(no paga)";"No";"No";"No";"Si";"Si";"Si";"Si";"No";"Si";"No";"No";"No";"No";;"No";;0;1;1;"No";"Area Rural";"Cuenca";"Ricaurte";101620020070164;10162002007016401;"Tres dormitorios";"No";"";"Unipersonal"
"Azuay";1;62;2;8;57;1;3;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"Si";"No";"No";;"No";;"Propia(regala,donada,heredada o por posesion)";"Si";"No";"No";"Si";"Si";"Si";"No";"No";"No";"No";"No";"Si";"No";;"No";;2;1;3;"No";"Area Rural";"Cuenca";"Ricaurte";101620020080057;10162002008005701;"Tres dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;2;8;59;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"No";"No";"No";;"No";;"Propia(regala,donada,heredada o por posesion)";"Si";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";;"No";;1;0;1;"No";"Area Rural";"Cuenca";"Ricaurte";101620020080059;10162002008005901;"Dos dormitorios";"No";"";"Unipersonal"
"Azuay";1;62;3;3;47;1;3;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"Si";"Si";"No";;"No";;"Propia y totalmente pagada";"Si";"No";"Si";"Si";"Si";"Si";"Si";"No";"No";"No";"No";"No";"No";;"No";;1;1;2;"No";"Area Rural";"Cuenca";"Ricaurte";101620030030047;10162003003004701;"Tres dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;3;3;57;1;4;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"Si";"No";;"No";;"Arrendada/anticresis";"Si";"No";"No";"No";"No";"Si";"No";"No";"Si";"No";"No";"No";"No";;"No";;2;2;4;"No";"Area Rural";"Cuenca";"Ricaurte";101620030030057;10162003003005701;"Cuatro dormitorios";"No";"";"Nuclear"
"Azuay";1;62;3;3;88;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"No";"No";"No";;"No";;"Propia y totalmente pagada";"Si";"No";"No";"No";"No";"Si";"Si";"No";"No";"No";"No";"No";"No";;"No";;0;1;1;"No";"Area Rural";"Cuenca";"Ricaurte";101620030030088;10162003003008801;"Dos dormitorios";"No";"";"Unipersonal"
"Azuay";1;62;3;4;2;1;3;"No";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"No";"No";"No";;"No";;"Propia y la esta pagando";"No";"No";"No";"Si";"No";"Si";"Si";"No";"No";"No";"Si";"No";"No";;"No";;1;1;2;"No";"Area Rural";"Cuenca";"Ricaurte";101620030040002;10162003004000201;"Tres dormitorios";"No";"";"Nuclear"
"Azuay";1;62;3;4;43;1;3;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"No";"No";"No";;"No";;"Prestada o cedida(no paga)";"Si";"No";"No";"No";"No";"Si";"Si";"No";"No";"No";"No";"No";"No";;"No";;1;0;1;"No";"Area Rural";"Cuenca";"Ricaurte";101620030040043;10162003004004301;"Tres dormitorios";"No";"";"Unipersonal"
"Azuay";1;62;3;4;55;1;1;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"No";"No";"No";;"No";;"Propia y totalmente pagada";"Si";"No";"Si";"Si";"No";"Si";"No";"No";"No";"No";"No";"No";"No";;"No";;1;0;1;"No";"Area Rural";"Cuenca";"Ricaurte";101620030040055;10162003004005501;"Un dormitorio";"No";"";"Unipersonal"
"Azuay";1;62;3;5;6;1;3;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"Si";"No";;"No";;"Arrendada/anticresis";"No";"No";"No";"Si";"No";"Si";"Si";"Si";"No";"No";"No";"No";"No";;"No";;4;3;7;"No";"Area Rural";"Cuenca";"Ricaurte";101620030050006;10162003005000601;"Tres dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;3;5;34;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"No";"No";"No";;"No";;"Propia(regala,donada,heredada o por posesion)";"Si";"No";"No";"No";"No";"Si";"No";"No";"No";"No";"No";"No";"No";;"No";;1;0;1;"No";"Area Rural";"Cuenca";"Ricaurte";101620030050034;10162003005003401;"Dos dormitorios";"No";"";"Unipersonal"
"Azuay";1;62;3;5;37;1;3;"No";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"Si";"No";"No";;"No";;"Prestada o cedida(no paga)";"Si";"No";"No";"Si";"Si";"Si";"No";"No";"No";"No";"No";"No";"No";;"No";;2;2;4;"No";"Area Rural";"Cuenca";"Ricaurte";101620030050037;10162003005003701;"Tres dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;3;7;4;1;1;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"Si";"No";;"No";;"Propia y totalmente pagada";"Si";"No";"No";"No";"No";"Si";"No";"No";"No";"No";"Si";"No";"No";;"No";;1;0;1;"No";"Area Rural";"Cuenca";"Ricaurte";101620030070004;10162003007000401;"Un dormitorio";"No";"";"Unipersonal"
"Azuay";1;62;3;7;48;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"No";"No";"No";;"No";;"Arrendada/anticresis";"No";"No";"No";"Si";"No";"Si";"Si";"No";"No";"No";"No";"No";"No";;"No";;1;3;4;"No";"Area Rural";"Cuenca";"Ricaurte";101620030070048;10162003007004801;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;3;7;73;1;0;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"No";"No";"No";;"No";;"Arrendada/anticresis";"No";"No";"No";"Si";"No";"Si";"Si";"No";"No";"No";"No";"No";"No";;"No";;1;1;2;"No";"Area Rural";"Cuenca";"Ricaurte";101620030070073;10162003007007301;"Ninguno";"No";"";"Extenso"
"Azuay";1;62;3;8;27;1;1;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"Si";"No";;"No";;"Arrendada/anticresis";"No";"No";"No";"Si";"No";"Si";"No";"No";"No";"No";"No";"No";"No";;"No";;1;1;2;"No";"Area Rural";"Cuenca";"Ricaurte";101620030080027;10162003008002701;"Un dormitorio";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;4;1;33;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"Si";"No";;"No";;"Arrendada/anticresis";"No";"No";"No";"No";"No";"No";"Si";"No";"No";"No";"No";"No";"No";;"No";;1;2;3;"No";"Area Rural";"Cuenca";"Ricaurte";101620040010033;10162004001003301;"Dos dormitorios";"No";"";"Nuclear"
"Azuay";1;62;4;1;45;1;1;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"No";"No";;"No";;"Propia y totalmente pagada";"Si";"No";"No";"No";"No";"Si";"Si";"No";"No";"Si";"No";"No";"No";;"No";;1;0;1;"No";"Area Rural";"Cuenca";"Ricaurte";101620040010045;10162004001004501;"Un dormitorio";"No";"";"Unipersonal"
"Azuay";1;62;4;1;71;1;4;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"No";"No";;"No";;"Propia y totalmente pagada";"Si";"No";"Si";"Si";"No";"No";"No";"No";"No";"No";"No";"No";"No";;"No";;1;1;2;"No";"Area Rural";"Cuenca";"Ricaurte";101620040010071;10162004001007101;"Cuatro dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;4;2;23;1;1;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"Si";"No";"No";;"No";;"Propia y totalmente pagada";"Si";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";;"No";;0;1;1;"No";"Area Rural";"Cuenca";"Ricaurte";101620040020023;10162004002002301;"Un dormitorio";"No";"";"Unipersonal"
"Azuay";1;62;4;2;88;1;3;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"Si";"No";"No";;"No";;"Prestada o cedida(no paga)";"Si";"No";"No";"Si";"Si";"Si";"Si";"Si";"Si";"Si";"Si";"No";"No";;"No";;1;2;3;"No";"Area Rural";"Cuenca";"Ricaurte";101620040020088;10162004002008801;"Tres dormitorios";"No";"";"Nuclear"
"Azuay";1;62;4;2;108;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"Si";"No";;"No";;"Propia y totalmente pagada";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";;"No";;0;1;1;"No";"Area Rural";"Cuenca";"Ricaurte";101620040020108;10162004002010801;"Dos dormitorios";"No";"";"Unipersonal"
"Azuay";1;62;4;4;100;1;4;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"No";"No";;"No";;"Propia y totalmente pagada";"Si";"No";"Si";"Si";"Si";"Si";"Si";"No";"Si";"No";"Si";"No";"No";;"No";;1;0;1;"No";"Area Rural";"Cuenca";"Ricaurte";101620040040100;10162004004010001;"Cuatro dormitorios";"No";"";"Unipersonal"
"Azuay";1;62;4;4;107;1;1;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"Si";"No";;"No";;"Propia y totalmente pagada";"Si";"No";"No";"No";"No";"Si";"No";"No";"No";"No";"No";"No";"No";;"No";;0;1;1;"No";"Area Rural";"Cuenca";"Ricaurte";101620040040107;10162004004010701;"Un dormitorio";"No";"";"Unipersonal"
"Azuay";1;62;4;4;120;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"No";"Si";"No";;"No";;"Arrendada/anticresis";"No";"No";"No";"No";"No";"Si";"No";"No";"No";"No";"No";"No";"No";;"No";;3;2;5;"No";"Area Rural";"Cuenca";"Ricaurte";101620040040120;10162004004012001;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;4;5;5;1;4;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"Si";"No";;"No";;"Arrendada/anticresis";"No";"No";"No";"Si";"Si";"Si";"No";"No";"No";"No";"Si";"No";"No";;"No";;2;1;3;"No";"Area Rural";"Cuenca";"Ricaurte";101620040050005;10162004005000501;"Cuatro dormitorios";"No";"";"Extenso"
"Azuay";1;62;4;5;44;1;1;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"Si";"No";;"No";;"Propia y totalmente pagada";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";;"No";;0;1;1;"No";"Area Rural";"Cuenca";"Ricaurte";101620040050044;10162004005004401;"Un dormitorio";"No";"";"Unipersonal"
"Azuay";1;62;4;5;165;1;1;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"Si";"No";"No";;"No";;"Prestada o cedida(no paga)";"Si";"No";"No";"Si";"No";"Si";"No";"No";"No";"No";"No";"No";"No";;"No";;2;3;5;"No";"Area Rural";"Cuenca";"Ricaurte";101620040050165;10162004005016501;"Un dormitorio";"No";"";"Nuclear"
"Azuay";1;62;4;6;34;1;4;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"No";"No";;"No";;"Propia y totalmente pagada";"Si";"No";"Si";"Si";"Si";"Si";"No";"No";"No";"No";"No";"No";"No";;"No";;3;2;5;"No";"Area Rural";"Cuenca";"Ricaurte";101620040060034;10162004006003401;"Cuatro dormitorios";"No";"";"Nuclear"
"Azuay";1;62;4;6;54;1;3;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"No";"No";"No";;"No";;"Prestada o cedida(no paga)";"No";"No";"No";"No";"No";"Si";"No";"No";"No";"No";"No";"No";"No";;"No";;1;3;4;"No";"Area Rural";"Cuenca";"Ricaurte";101620040060054;10162004006005401;"Tres dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;4;7;33;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"Si";"No";;"No";;"Propia y totalmente pagada";"No";"No";"No";"Si";"Si";"Si";"Si";"No";"No";"No";"No";"No";"No";;"No";;1;1;2;"No";"Area Rural";"Cuenca";"Ricaurte";101620040070033;10162004007003301;"Dos dormitorios";"No";"";"Nuclear"
"Azuay";1;62;4;7;95;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"Si";"No";;"No";;"Propia y totalmente pagada";"Si";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";;"No";;1;0;1;"No";"Area Rural";"Cuenca";"Ricaurte";101620040070095;10162004007009501;"Dos dormitorios";"No";"";"Unipersonal"
"Azuay";1;62;5;1;95;1;3;"No";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"No";"No";"No";;"No";;"Arrendada/anticresis";"No";"No";"Si";"No";"No";"No";"No";"No";"No";"No";"Si";"No";"No";;"No";;1;0;1;"No";"Area Rural";"Cuenca";"Ricaurte";101620050010095;10162005001009501;"Tres dormitorios";"No";"";"Unipersonal"
"Azuay";1;62;5;1;202;1;1;"No";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"No";"No";"No";;"No";;"Prestada o cedida(no paga)";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";;"No";;2;1;3;"No";"Area Rural";"Cuenca";"Ricaurte";101620050010202;10162005001020201;"Un dormitorio";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;5;3;1;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"No";"No";"No";;"No";;"Arrendada/anticresis";"Si";"No";"No";"No";"No";"Si";"No";"No";"No";"No";"No";"No";"No";;"No";;3;2;5;"No";"Area Rural";"Cuenca";"Ricaurte";101620050030001;10162005003000101;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;5;4;77;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"No";"No";;"No";;"Arrendada/anticresis";"No";"No";"No";"No";"No";"Si";"No";"No";"No";"No";"No";"No";"No";;"No";;1;4;5;"No";"Area Rural";"Cuenca";"Ricaurte";101620050040077;10162005004007701;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;5;4;78;1;1;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"No";"No";;"No";;"Propia y totalmente pagada";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";;"No";;1;0;1;"No";"Area Rural";"Cuenca";"Ricaurte";101620050040078;10162005004007801;"Un dormitorio";"No";"";"Unipersonal"
"Azuay";1;62;5;5;71;1;3;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"Si";"No";;"No";;"Propia y totalmente pagada";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";;"No";;1;2;3;"No";"Area Rural";"Cuenca";"Ricaurte";101620050050071;10162005005007101;"Tres dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;5;5;87;1;1;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"No";"No";;"No";;"Propia y totalmente pagada";"No";"No";"No";"No";"No";"Si";"No";"No";"No";"No";"Si";"No";"No";;"No";;2;1;3;"No";"Area Rural";"Cuenca";"Ricaurte";101620050050087;10162005005008701;"Un dormitorio";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;5;6;65;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"Si";"No";;"No";;"Propia y totalmente pagada";"Si";"No";"No";"Si";"No";"Si";"No";"No";"No";"No";"No";"No";"No";;"No";;0;1;1;"No";"Area Rural";"Cuenca";"Ricaurte";101620050060065;10162005006006501;"Dos dormitorios";"No";"";"Unipersonal"
"Azuay";1;62;5;6;75;1;3;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"Si";"No";;"No";;"Propia y totalmente pagada";"No";"No";"No";"No";"Si";"Si";"Si";"Si";"Si";"Si";"Si";"No";"No";;"No";;1;0;1;"No";"Area Rural";"Cuenca";"Ricaurte";101620050060075;10162005006007501;"Tres dormitorios";"No";"";"Unipersonal"
"Azuay";1;62;5;6;88;1;1;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"No";"Si";"No";;"No";;"Arrendada/anticresis";"No";"No";"No";"No";"Si";"Si";"Si";"No";"No";"No";"No";"No";"No";;"No";;0;2;2;"No";"Area Rural";"Cuenca";"Ricaurte";101620050060088;10162005006008801;"Un dormitorio";"No";"";"Nuclear"
"Azuay";1;62;5;7;2;1;1;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"No";"No";"No";;"No";;"Arrendada/anticresis";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";;"No";;0;2;2;"No";"Area Rural";"Cuenca";"Ricaurte";101620050070002;10162005007000201;"Un dormitorio";"No";"";"Nuclear"
"Azuay";1;62;5;7;7;1;3;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"No";"Si";"No";;"No";;"Arrendada/anticresis";"No";"No";"No";"Si";"No";"Si";"No";"No";"No";"No";"No";"No";"No";;"No";;1;2;3;"No";"Area Rural";"Cuenca";"Ricaurte";101620050070007;10162005007000701;"Tres dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;5;7;126;1;1;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"No";"No";"No";;"No";;"Por servicios";"No";"No";"No";"No";"No";"Si";"No";"No";"No";"No";"No";"No";"No";;"No";;0;1;1;"No";"Area Rural";"Cuenca";"Ricaurte";101620050070126;10162005007012601;"Un dormitorio";"No";"";"Unipersonal"
"Azuay";1;62;999;1;40;1;1;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"Si";"Si";"No";;"No";;"Prestada o cedida(no paga)";"No";"No";"No";"No";"No";"Si";"No";"No";"No";"No";"No";"No";"No";;"No";;0;1;1;"No";"Area Rural";"Cuenca";"Ricaurte";101629990010040;10162999001004001;"Un dormitorio";"No";"";"Unipersonal"
"Azuay";1;62;999;5;6;1;1;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"Si";"No";"No";;"No";;"Propia(regala,donada,heredada o por posesion)";"Si";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";;"No";;0;1;1;"No";"Area Rural";"Cuenca";"Ricaurte";101629990050006;10162999005000601;"Un dormitorio";"No";"";"Unipersonal"
"Azuay";1;62;999;5;24;1;1;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"No";"No";;"No";;"Propia(regala,donada,heredada o por posesion)";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";;"No";;1;0;1;"No";"Area Rural";"Cuenca";"Ricaurte";101629990050024;10162999005002401;"Un dormitorio";"No";"";"Unipersonal"
"Azuay";1;62;999;5;38;1;1;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"No";"No";"No";;"No";;"Prestada o cedida(no paga)";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";;"No";;1;0;1;"No";"Area Rural";"Cuenca";"Ricaurte";101629990050038;10162999005003801;"Un dormitorio";"No";"";"Unipersonal"
"Azuay";1;62;999;5;80;1;1;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"No";"No";;"No";;"Propia y totalmente pagada";"Si";"No";"No";"No";"No";"Si";"Si";"No";"No";"No";"No";"No";"No";;"No";;1;1;2;"No";"Area Rural";"Cuenca";"Ricaurte";101629990050080;10162999005008001;"Un dormitorio";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;999;6;13;1;2;"No";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"Si";"No";;"No";;"Propia y totalmente pagada";"No";"No";"No";"No";"No";"Si";"No";"No";"No";"No";"No";"No";"No";;"No";;1;1;2;"No";"Area Rural";"Cuenca";"Ricaurte";101629990060013;10162999006001301;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
