Provincia;Identificador_Canton;Identificador_Parroquia;Zona;Sector;Numero_vivienda;Numero_hogar;Numero_dormitorios;Cuarto_espacio_exclusivo_para_cocinar;Disponibilidad_servicio_higiénico_inodoro_escusado;Disponibilidad_espacio_con_instalaciones_o_ducha_para_bañarse;Principal_combustible_o_energía_para_cocinar;Agua_que_beben_los_miembros_hogar;Acostumbra_separar_la_basura_orgánica_e_inorgánica;Acostumbra_separar_desperdicios_para_dar_a_los_animales_plantas;Acostumbra_separar_papel_cartón_plástico_o_vidrio_para_vender_regalar_reutilizar;Tiene_este_hogar_perros;Número_perros;Tiene_este_hogar_gatos;Número_gatos;Tenencia_propiedad_de_la_vivienda;Dispone_servicio_de_teléfono_convencional;Dispone_servicio_de_teléfono_celular;Dispone_servicio_de_televisión_pagada;Dispone_servicio_de_internet_fijo;Dispone_computadora;Dispone_refrigeradora;Dispone_máquina_lavadora_de_ropa;Dispone_máquina_secadora_de_ropa;Dispone_horno_microondas;Dispone_máquina_extractora_de_olores;Dispone_automóvil_o_camioneta_para_uso_exclusivo;Dispone_motocicleta_para_uso_exclusivo;Alguna_persona_falleció_en_los_últimos_tres_años(enero_2020);Número_personas_fallecidas;Alguna_persona_viajó_a_otro_país_y_todavía_no_regresa(nov._2010);Numero_personas_emigrantes;Total_hombres_en_el_hogar;Total_mujeres_en_el_hogar;Total_personas_en_el_hogar;Existe_alguna_persona_que_no_haya_sido_mencionada_en_el_hogar;Area_urbana_o_rural;CANTON;PARROQ;ID_VIV;ID_HOG;Numero_dormitorios(recodificada);Registro_imputado_en_vivienda_ocupada_con_personas_ausentes;TipoPareja;TipoDeHogar
"Azuay";1;62;1;1;110;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"Si";"No";"No";;"No";;"Arrendada/anticresis";"No";"Si";"Si";"Si";"Si";"Si";"Si";"No";"No";"No";"Si";"No";"No";;"No";;1;3;4;"No";"Area Rural";"Cuenca";"Ricaurte";101620010010110;10162001001011001;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;1;2;15;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"Si";"Si";"No";;"No";;"Propia y totalmente pagada";"Si";"Si";"No";"Si";"Si";"Si";"No";"No";"No";"No";"Si";"No";"No";;"No";;2;3;5;"No";"Area Rural";"Cuenca";"Ricaurte";101620010020015;10162001002001501;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;1;2;33;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"No";"No";"No";;"No";;"Propia(regala,donada,heredada o por posesion)";"Si";"Si";"No";"Si";"No";"Si";"No";"No";"No";"No";"No";"No";"No";;"No";;1;2;3;"No";"Area Rural";"Cuenca";"Ricaurte";101620010020033;10162001002003301;"Dos dormitorios";"No";"";"Nuclear"
"Azuay";1;62;1;3;48;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"Si";"No";"No";;"No";;"Arrendada/anticresis";"No";"Si";"No";"Si";"Si";"Si";"Si";"No";"No";"No";"Si";"No";"No";;"No";;4;1;5;"No";"Area Rural";"Cuenca";"Ricaurte";101620010030048;10162001003004801;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;1;3;49;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"Si";"No";;"No";;"Propia y totalmente pagada";"Si";"Si";"No";"Si";"No";"Si";"Si";"No";"No";"No";"Si";"No";"No";;"No";;2;1;3;"No";"Area Rural";"Cuenca";"Ricaurte";101620010030049;10162001003004901;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;1;3;68;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"Si";"No";"No";;"No";;"Arrendada/anticresis";"No";"Si";"No";"Si";"No";"Si";"Si";"No";"No";"No";"No";"No";"No";;"No";;1;2;3;"No";"Area Rural";"Cuenca";"Ricaurte";101620010030068;10162001003006801;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;1;4;23;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"Si";"No";;"No";;"Propia y la esta pagando";"Si";"Si";"No";"Si";"Si";"Si";"Si";"No";"No";"No";"No";"No";"No";;"No";;1;0;1;"No";"Area Rural";"Cuenca";"Ricaurte";101620010040023;10162001004002301;"Dos dormitorios";"No";"";"Unipersonal"
"Azuay";1;62;1;4;124;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"No";"No";"No";;"No";;"Propia y totalmente pagada";"Si";"Si";"Si";"Si";"Si";"Si";"No";"No";"No";"No";"No";"No";"No";;"No";;1;2;3;"No";"Area Rural";"Cuenca";"Ricaurte";101620010040124;10162001004012401;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;1;5;12;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"Si";"No";;"No";;"Propia y la esta pagando";"No";"Si";"No";"Si";"Si";"Si";"Si";"No";"No";"No";"Si";"No";"No";;"No";;3;1;4;"No";"Area Rural";"Cuenca";"Ricaurte";101620010050012;10162001005001201;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;1;5;15;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"No";"Si";"No";;"No";;"Arrendada/anticresis";"Si";"Si";"No";"Si";"Si";"Si";"Si";"No";"Si";"No";"Si";"No";"No";;"No";;0;2;2;"No";"Area Rural";"Cuenca";"Ricaurte";101620010050015;10162001005001501;"Dos dormitorios";"No";"";"Nuclear"
"Azuay";1;62;1;5;17;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"No";"No";"No";;"No";;"Propia y la esta pagando";"No";"Si";"No";"Si";"Si";"Si";"Si";"No";"Si";"No";"Si";"No";"No";;"No";;1;0;1;"No";"Area Rural";"Cuenca";"Ricaurte";101620010050017;10162001005001701;"Dos dormitorios";"No";"";"Unipersonal"
"Azuay";1;62;1;5;64;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"No";"No";"No";;"No";;"Arrendada/anticresis";"No";"Si";"No";"Si";"No";"Si";"No";"No";"No";"No";"No";"No";"No";;"No";;1;0;1;"No";"Area Rural";"Cuenca";"Ricaurte";101620010050064;10162001005006401;"Dos dormitorios";"No";"";"Unipersonal"
"Azuay";1;62;1;5;65;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"Si";"No";;"No";;"Arrendada/anticresis";"No";"Si";"No";"Si";"Si";"Si";"Si";"No";"No";"No";"No";"No";"No";;"No";;1;0;1;"No";"Area Rural";"Cuenca";"Ricaurte";101620010050065;10162001005006501;"Dos dormitorios";"No";"";"Unipersonal"
"Azuay";1;62;1;5;81;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"No";"No";;"No";;"Arrendada/anticresis";"No";"Si";"No";"Si";"No";"Si";"No";"No";"No";"No";"No";"No";"No";;"No";;1;0;1;"No";"Area Rural";"Cuenca";"Ricaurte";101620010050081;10162001005008101;"Dos dormitorios";"No";"";"Unipersonal"
"Azuay";1;62;1;6;165;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"No";"No";"No";;"No";;"Arrendada/anticresis";"No";"Si";"No";"Si";"No";"Si";"Si";"No";"No";"No";"No";"No";"No";;"No";;1;1;2;"No";"Area Rural";"Cuenca";"Ricaurte";101620010060165;10162001006016501;"Dos dormitorios";"No";"";"Nuclear"
"Azuay";1;62;1;6;166;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"Si";"No";;"No";;"Arrendada/anticresis";"No";"Si";"No";"Si";"Si";"Si";"Si";"No";"No";"No";"Si";"No";"No";;"No";;1;3;4;"No";"Area Rural";"Cuenca";"Ricaurte";101620010060166;10162001006016601;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;1;6;193;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"No";"Si";"No";;"No";;"Arrendada/anticresis";"Si";"Si";"No";"Si";"No";"Si";"Si";"No";"Si";"No";"No";"No";"No";;"No";;0;2;2;"No";"Area Rural";"Cuenca";"Ricaurte";101620010060193;10162001006019301;"Dos dormitorios";"No";"";"Nuclear"
"Azuay";1;62;1;7;79;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"Si";"Si";"No";;"No";;"Arrendada/anticresis";"No";"Si";"No";"Si";"Si";"Si";"No";"No";"No";"No";"No";"No";"No";;"No";;1;3;4;"No";"Area Rural";"Cuenca";"Ricaurte";101620010070079;10162001007007901;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;2;1;66;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"Si";"Si";"No";;"No";;"Arrendada/anticresis";"No";"Si";"No";"Si";"Si";"Si";"No";"No";"No";"No";"No";"No";"No";;"No";;1;1;2;"No";"Area Rural";"Cuenca";"Ricaurte";101620020010066;10162002001006601;"Dos dormitorios";"No";"";"Nuclear"
"Azuay";1;62;2;1;76;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"No";"No";"No";;"No";;"Propia(regala,donada,heredada o por posesion)";"Si";"Si";"No";"Si";"No";"Si";"No";"No";"Si";"No";"No";"No";"No";;"No";;3;4;7;"No";"Area Rural";"Cuenca";"Ricaurte";101620020010076;10162002001007601;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;2;1;83;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"Si";"No";;"No";;"Propia y totalmente pagada";"No";"Si";"No";"Si";"Si";"Si";"Si";"No";"Si";"No";"Si";"No";"No";;"No";;2;1;3;"No";"Area Rural";"Cuenca";"Ricaurte";101620020010083;10162002001008301;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;2;1;87;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"No";"No";"No";;"No";;"Propia y totalmente pagada";"No";"Si";"No";"Si";"Si";"Si";"No";"No";"No";"No";"Si";"No";"No";;"No";;1;0;1;"No";"Area Rural";"Cuenca";"Ricaurte";101620020010087;10162002001008701;"Dos dormitorios";"No";"";"Unipersonal"
"Azuay";1;62;2;1;89;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"Si";"Si";"No";;"No";;"Propia y totalmente pagada";"Si";"Si";"No";"Si";"No";"Si";"Si";"No";"Si";"No";"No";"No";"No";;"No";;0;1;1;"No";"Area Rural";"Cuenca";"Ricaurte";101620020010089;10162002001008901;"Dos dormitorios";"No";"";"Unipersonal"
"Azuay";1;62;2;2;97;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"Si";"No";;"No";;"Prestada o cedida(no paga)";"Si";"Si";"No";"Si";"No";"Si";"Si";"No";"No";"No";"No";"No";"No";;"No";;1;2;3;"No";"Area Rural";"Cuenca";"Ricaurte";101620020020097;10162002002009701;"Dos dormitorios";"No";"";"Nuclear"
"Azuay";1;62;2;3;11;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"No";"No";"No";;"No";;"Propia(regala,donada,heredada o por posesion)";"No";"Si";"No";"Si";"Si";"Si";"Si";"No";"No";"No";"No";"No";"No";;"No";;3;0;3;"No";"Area Rural";"Cuenca";"Ricaurte";101620020030011;10162002003001101;"Dos dormitorios";"No";"";"Extenso"
"Azuay";1;62;2;3;21;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"Si";"No";;"No";;"Arrendada/anticresis";"No";"Si";"Si";"Si";"Si";"Si";"Si";"No";"No";"No";"No";"No";"No";;"No";;2;1;3;"No";"Area Rural";"Cuenca";"Ricaurte";101620020030021;10162002003002101;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;2;3;45;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"No";"Si";"No";;"No";;"Arrendada/anticresis";"No";"Si";"No";"Si";"No";"Si";"No";"No";"No";"No";"No";"No";"No";;"No";;2;2;4;"No";"Area Rural";"Cuenca";"Ricaurte";101620020030045;10162002003004501;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;2;3;97;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"No";"No";"No";;"No";;"Arrendada/anticresis";"No";"Si";"Si";"Si";"No";"Si";"No";"No";"No";"No";"No";"No";"No";;"No";;1;3;4;"No";"Area Rural";"Cuenca";"Ricaurte";101620020030097;10162002003009701;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;2;4;60;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"Si";"No";;"No";;"Arrendada/anticresis";"No";"Si";"No";"Si";"No";"Si";"Si";"No";"No";"No";"No";"No";"No";;"No";;0;2;2;"No";"Area Rural";"Cuenca";"Ricaurte";101620020040060;10162002004006001;"Dos dormitorios";"No";"";"Extenso"
"Azuay";1;62;2;4;70;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"Si";"No";;"No";;"Arrendada/anticresis";"No";"Si";"No";"Si";"Si";"Si";"No";"No";"No";"No";"Si";"No";"No";;"No";;3;1;4;"No";"Area Rural";"Cuenca";"Ricaurte";101620020040070;10162002004007001;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;2;5;18;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"No";"Si";"No";;"No";;"Arrendada/anticresis";"No";"Si";"No";"Si";"No";"Si";"Si";"No";"No";"No";"No";"No";"No";;"No";;0;2;2;"No";"Area Rural";"Cuenca";"Ricaurte";101620020050018;10162002005001801;"Dos dormitorios";"No";"";"Extenso"
"Azuay";1;62;2;5;48;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"Si";"Si";"No";;"No";;"Propia y totalmente pagada";"Si";"Si";"No";"Si";"Si";"Si";"No";"No";"No";"No";"Si";"No";"No";;"No";;2;2;4;"No";"Area Rural";"Cuenca";"Ricaurte";101620020050048;10162002005004801;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;2;5;49;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"Si";"No";;"No";;"Propia y la esta pagando";"No";"Si";"No";"Si";"No";"Si";"No";"No";"No";"No";"No";"No";"No";;"No";;2;2;4;"No";"Area Rural";"Cuenca";"Ricaurte";101620020050049;10162002005004901;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;2;5;72;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"Si";"No";"No";;"No";;"Arrendada/anticresis";"No";"Si";"No";"Si";"Si";"Si";"Si";"No";"No";"No";"Si";"No";"No";;"No";;1;3;4;"No";"Area Rural";"Cuenca";"Ricaurte";101620020050072;10162002005007201;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;2;6;59;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"Si";"No";"No";;"No";;"Arrendada/anticresis";"No";"Si";"No";"Si";"Si";"Si";"Si";"No";"No";"No";"Si";"No";"No";;"No";;3;2;5;"No";"Area Rural";"Cuenca";"Ricaurte";101620020060059;10162002006005901;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;2;6;63;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"Si";"Si";"No";;"No";;"Arrendada/anticresis";"No";"Si";"No";"Si";"Si";"Si";"Si";"No";"No";"No";"No";"No";"No";;"No";;1;2;3;"No";"Area Rural";"Cuenca";"Ricaurte";101620020060063;10162002006006301;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;2;6;94;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"Si";"Si";"No";;"No";;"Arrendada/anticresis";"No";"Si";"Si";"Si";"Si";"Si";"No";"No";"No";"No";"Si";"No";"No";;"No";;2;1;3;"No";"Area Rural";"Cuenca";"Ricaurte";101620020060094;10162002006009401;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;2;6;95;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"Si";"No";;"No";;"Prestada o cedida(no paga)";"Si";"Si";"No";"Si";"No";"Si";"Si";"No";"No";"No";"No";"No";"No";;"No";;0;1;1;"No";"Area Rural";"Cuenca";"Ricaurte";101620020060095;10162002006009501;"Dos dormitorios";"No";"";"Unipersonal"
"Azuay";1;62;2;6;102;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"No";"Si";"No";;"No";;"Arrendada/anticresis";"No";"Si";"No";"Si";"No";"Si";"Si";"No";"No";"No";"No";"No";"No";;"No";;2;3;5;"No";"Area Rural";"Cuenca";"Ricaurte";101620020060102;10162002006010201;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;2;7;112;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"Si";"No";"No";;"No";;"Arrendada/anticresis";"No";"Si";"Si";"Si";"No";"Si";"Si";"No";"No";"No";"No";"No";"No";;"No";;4;1;5;"No";"Area Rural";"Cuenca";"Ricaurte";101620020070112;10162002007011201;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;2;7;130;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"Si";"No";;"No";;"Arrendada/anticresis";"No";"Si";"No";"Si";"No";"Si";"Si";"No";"No";"No";"No";"No";"No";;"No";;3;3;6;"No";"Area Rural";"Cuenca";"Ricaurte";101620020070130;10162002007013001;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;2;7;171;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"No";"No";"No";;"No";;"Arrendada/anticresis";"No";"Si";"Si";"Si";"No";"Si";"Si";"No";"No";"No";"No";"No";"No";;"No";;1;3;4;"No";"Area Rural";"Cuenca";"Ricaurte";101620020070171;10162002007017101;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;2;7;178;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"No";"No";;"No";;"Propia y totalmente pagada";"No";"Si";"Si";"Si";"Si";"Si";"Si";"No";"No";"No";"Si";"No";"No";;"No";;2;2;4;"No";"Area Rural";"Cuenca";"Ricaurte";101620020070178;10162002007017801;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;2;8;96;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"No";"No";;"No";;"Propia(regala,donada,heredada o por posesion)";"Si";"Si";"No";"Si";"No";"Si";"Si";"No";"No";"No";"No";"No";"No";;"No";;1;1;2;"No";"Area Rural";"Cuenca";"Ricaurte";101620020080096;10162002008009601;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;3;1;3;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"Si";"No";"No";;"No";;"Arrendada/anticresis";"No";"Si";"Si";"Si";"Si";"Si";"Si";"No";"No";"No";"No";"No";"No";;"No";;2;0;2;"No";"Area Rural";"Cuenca";"Ricaurte";101620030010003;10162003001000301;"Dos dormitorios";"No";"";"Extenso"
"Azuay";1;62;3;1;52;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"Si";"No";;"No";;"Arrendada/anticresis";"No";"Si";"No";"Si";"No";"Si";"Si";"No";"No";"No";"Si";"No";"No";;"No";;1;3;4;"No";"Area Rural";"Cuenca";"Ricaurte";101620030010052;10162003001005201;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;3;1;56;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"No";"No";"No";;"No";;"Arrendada/anticresis";"No";"Si";"No";"Si";"No";"Si";"Si";"No";"No";"No";"No";"No";"No";;"No";;0;3;3;"No";"Area Rural";"Cuenca";"Ricaurte";101620030010056;10162003001005601;"Dos dormitorios";"No";"";"Nuclear"
"Azuay";1;62;3;1;107;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"No";"No";"No";;"No";;"Arrendada/anticresis";"No";"Si";"Si";"Si";"Si";"Si";"No";"No";"No";"No";"No";"No";"No";;"No";;3;3;6;"No";"Area Rural";"Cuenca";"Ricaurte";101620030010107;10162003001010701;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;3;1;118;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"No";"No";"No";;"No";;"Arrendada/anticresis";"No";"Si";"No";"Si";"Si";"Si";"Si";"No";"No";"No";"No";"No";"No";;"No";;3;1;4;"No";"Area Rural";"Cuenca";"Ricaurte";101620030010118;10162003001011801;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;3;2;22;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"Si";"No";"No";;"No";;"Arrendada/anticresis";"No";"Si";"No";"Si";"No";"Si";"Si";"No";"No";"No";"No";"No";"No";;"No";;3;0;3;"No";"Area Rural";"Cuenca";"Ricaurte";101620030020022;10162003002002201;"Dos dormitorios";"No";"";"Nuclear"
"Azuay";1;62;3;2;31;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"Si";"No";;"No";;"Arrendada/anticresis";"No";"Si";"No";"Si";"Si";"Si";"Si";"No";"No";"No";"No";"No";"No";;"No";;3;2;5;"No";"Area Rural";"Cuenca";"Ricaurte";101620030020031;10162003002003101;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;3;2;56;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"No";"Si";"No";;"No";;"Arrendada/anticresis";"No";"Si";"No";"Si";"No";"Si";"No";"No";"No";"No";"No";"No";"No";;"No";;1;5;6;"No";"Area Rural";"Cuenca";"Ricaurte";101620030020056;10162003002005601;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;3;2;69;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"No";"No";"No";;"No";;"Propia y totalmente pagada";"Si";"Si";"No";"Si";"No";"Si";"No";"No";"No";"No";"No";"No";"No";;"No";;2;1;3;"No";"Area Rural";"Cuenca";"Ricaurte";101620030020069;10162003002006901;"Dos dormitorios";"No";"";"Extenso"
"Azuay";1;62;3;3;46;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"Si";"Si";"No";"No";;"No";;"Arrendada/anticresis";"Si";"Si";"No";"Si";"Si";"Si";"No";"No";"No";"No";"No";"No";"No";;"No";;1;2;3;"No";"Area Rural";"Cuenca";"Ricaurte";101620030030046;10162003003004601;"Dos dormitorios";"No";"Pareja de hombre y mujer";"Nuclear"
"Azuay";1;62;3;3;77;1;2;"Si";"De uso exclusivo del hogar";"De uso exclusivo del hogar";"Gas de tanque o cilindro";"La beben, tal como llega al hogar";"No";"No";"No";"No";;"No";;"Arrendada/anticresis";"No";"Si";"No";"Si";"Si";"Si";"Si";"No";"No";"No";"No";"No";"No";;"No";;2;1;3;"No";"Area Rural";"Cuenca";"Ricaurte";101620030030077;10162003003007701;"Dos dormitorios";"No";"";"Nuclear"
